x,y
0.3745401188473625,2.1107892362076637
0.9507143064099162,5.166390251825023
0.7319939418114051,3.287957749913004
0.5986584841970366,2.383671751255818
0.15601864044243652,3.933704690248864
0.15599452033620265,2.242207260522072
0.05808361216819946,2.241779041192522
0.8661761457749352,3.173780251111349
0.6011150117432088,3.258962310704444
0.7080725777960455,4.235140323098003
0.020584494295802447,0.9107599054651045
0.9699098521619943,5.285427574831655
0.8324426408004217,3.8966892324824602
0.21233911067827616,2.3453235822415515
0.18182496720710062,1.9437682893919046
0.18340450985343382,4.40249171406924
0.3042422429595377,2.899229504140679
0.5247564316322378,2.516558365940813
0.43194501864211576,4.1183799680295365
0.2912291401980419,1.6528437706231034
